Compound	Type	Source	3-1_R	3-2_R	3-3_R	6-1_R	6-2_R	6-3_R	7-1_R	7-2_R	7-3_R	9-1_R	9-2_R	9-3_R	20-1_R	20-2_R	20-3_R	22-1_R	22-2_R	22-3_R	24-1_R	24-2_R	24-3_R	31-1_R	31-2_R	31-3_R	41-1_R	41-2_R	41-3_R	50-1_R	50-2_R	50-3_R	58-1_R	58-2_R	58-3_R	100-1_R	100-2_R	100-3_R	MS-1_S	MS-2_S	MS-3_S	MS-4_S	MS-5_S	MS-6_S	MS-7_S	MS-8_S	MS-9_S	MS-10_S	MS-11_S	MS-12_S	MS-13_S	MS-14_S	MS-15_S	MS-16_S	MS-17_S	MS-18_S	MS-19_S	MS-20_S	MS-21_S	MS-22_S	MS-23_S	MS-24_S	MS-25_S	MS-26_S	MS-27_S	MS-28_S	MS-29_S	MS-30_S	MS-31_S	MS-32_S	MS-33_S	MS-34_S	MS-35_S	MS-36_S	MS-37_S	MS-38_S	MS-39_S	MS-40_S	MS-41_S	MS-42_S	MS-43_S	MS-44_S	MS-45_S	MS-46_S	MS-47_S	MS-48_S	MS-49_S	MS-50_S	MS-51_S	MS-52_S	MS-53_S	MS-54_S	MS-55_S	MS-56_S	MS-57_S	MS-58_S	MS-59_S	MS-60_S	MS-61_S	MS-62_S	MS-63_S	MS-64_S	MS-65_S	MS-66_S	MS-67_S	MS-68_S	MS-69_S	MS-70_S	MS-71_S	MS-72_S
3-Methylindole	Aromatic	Protein	0.000475352	0	0.000579115	0.00339789	0.004640217	0.005134129	0.004609304	0.00401885	0.004415237	0.005783841	0.004981517	0.004127491	0	0.000552664	0.000491305	0	0.000879535	0.000762471	0.000791733	0.000874831	0	0.000438006	0.000647297	0.00054459	0.005337935	0.004391893	0.004708071	0.002407109	0.001757591	0.002424182	0.004686785	0.002958152	0.002737264	0.000926428	0.00097085	0.000975503	0.00290006	0.003500978	0.008323378	0.005763065	0.003604031	0.001342131	0.012719741	0.009910956	0.013609288	0.016802205	0.012275077	0.0122208	0.007647343	0.006846834	0.0085706	0.00694505	0.008491311	0.007253049	0.004181448	0.006293665	0.002075211	0.003997219	0.005785547	0.004098811	0.002294484	0.005060412	0.003291989	0.003279179	0.004091138	0.006601371	0.023775284	0.019855313	0.027431403	0.016678289	0.016406958	0.023324896	0.010544434	0.011229182	0.012947239	0.010000428	0.013096669	0.012666608	0.001939063	0.002766483	0.003545452	0.003566569	0.008755079	0.002995254	0.007544889	0.006583344	0.006359785	0.007217987	0.002357443	0.007411382	0.003498005	0.003114227	0.002619079	0.002313971	0.003127739	0.002705653	0.002837489	0.005232963	0.005835665	0.006862601	0.006263813	0.006493852	0.006203709	0.006103961	0.014043639	0.017768091	0.008128672	0.013843939
4-Pyridinamine	Aromatic	Protein	0.001599179	0.003415325	0.002948542	0	0.000512331	0	0	0.000548154	0.000769993	0	0.000485729	0.00041027	0	0	0	0.002573424	0.001278463	0.001926384	0.001161909	0.001845635	0.003354509	0	0	0.003473797	0.001176936	0.000860024	0.000746206	0.000507994	0.000471858	0.000458487	0.000767095	0.000704997	0.000938703	0	0	0.002589212	0.001636346	0.001380575	0.001406029	0.002385701	0.001725659	0.000754496	0.00443991	0.003530156	0.004559111	0.005886012	0.004214854	0.004452727	0.003537446	0.003336967	0	0.002451194	0.002962085	0.0024654	0.00203901	0.002377301	0.001012703	0.000319412	0.002427182	0.002813275	0.001251537	0.001376501	0.00195611	0.002192158	0.001438685	0.001552643	0.00547751	0.005618918	0.005613869	0.006369518	0.005420859	0.006804245	0.00426921	0.003971115	0.005329479	0.005013765	0.005474113	0.00567861	0.00127251	0.001504469	0.001631257	0.001957041	0.001932273	0.002139467	0.003538753	0.002978179	0.00245594	0.003461918	0.002541619	0.003050732	0.002537413	0.00274999	0.001580227	0.002052392	0.002577081	0	0.002482803	0.002834522	0.002526177	0.000911232	0.004380437	0.001278666	0.004841919	0.004930732	0.004738748	0.00475461	0.00307483	0.006513937
Benzenepropanenitrile	Aromatic	Protein	0.000189261	0.000457213	0	0	0.001322144	0.001285079	0	0	0.001280266	0.002621248	0.001962792	0.001524569	0	0	0.000229054	0	0.000233201	0.000626412	0.000552345	0.000180872	0.000358632	0.000479794	0.000304174	0.000571729	0.001431603	0.001225797	0.000871907	0	0.002105943	0	0.003716474	0.005314046	0.004879471	0.000225202	0.000757802	0	0.004714622	0	0	0	0.00416907	0.002829358	0.003635926	0.005220654	0.003620071	0.005204841	0.004474861	0.003533142	0.00334663	0.006587484	0.004940114	0.004034257	0.002313248	0.003403843	0.002570926	0.003407923	0.009061756	0.004654296	0.005235996	0.003148632	0.004085899	0.006010319	0.004468836	0.003188594	0.004827931	0.003151055	0.004965225	0.004281724	0.006172066	0.004828762	0.00556524	0.005079031	0.004012029	0.003153095	0.003882695	0.003387679	0.004959076	0.004162476	0.001902705	0.003357081	0.002287952	0.003950661	0.002051972	0.003695443	0.004473518	0.002177032	0.002364301	0.004140726	0.007551186	0.003688455	0.001562322	0	0.002604447	0.004265756	0.003149765	0.001558556	0.004277097	0.004261693	0.002780753	0.002987027	0.003745591	0.00468442	0.003650353	0.003456269	0.002636124	0.006185928	0.003401939	0.003963738
Benzonitrile	Aromatic	Protein	0	0.001441414	0	0.000520749	0.00029494	0.000437638	0.000363531	0.000279757	0.000274997	0.000250728	0	0.000171049	0	0	0	0	0	0	0	0	0	0	0	0	0.00046617	0.000305466	0.000321109	0.000271972	0.000196344	0	0.00040094	0.000226733	0.000349596	0	0	0	0.001571541	0.002295453	0.002819836	0	0	0.00072064	0.002783943	0.003414142	0.00287156	0.004401409	0.003557993	0.002782954	0.003317273	0.002178538	0.002768453	0.002859726	0.003441661	0.004883084	0.002068561	0.002926966	0.004039744	0.003431403	0.003755263	0.00426649	0.000993867	0.00143695	0.001572839	0.002880604	0.002287935	0.000971722	0.002719052	0.004335752	0.002392274	0.00182667	0.003386396	0.004278531	0.002400359	0.003212587	0.001845388	0.002561085	0.004267454	0.004065995	0.002072373	0.002113717	0.001991042	0.001565632	0.002034872	0.001357589	0.00271527	0.003431002	0.003537287	0.003710814	0.002799464	0.003378211	0.002736781	0.002677142	0.002662974	0.003481018	0.004118924	0.001895204	0.003025264	0.003627395	0.003916554	0.00563376	0.005163414	0.003558551	0.003971887	0.004835605	0.00296564	0.002665214	0.002289767	0.004269762
Benzyl nitrile	Aromatic	Protein	0.006029931	0.006187981	0.005967708	0	0	0	0	0	0	0	0	0	0.004467529	0.005032907	0.005328	0.005397506	0.004711372	0.004701454	0.004250602	0.005376951	0.005154489	0.005107488	0.005285948	0.005590641	5.8559E-05	0.013110127	0	0	0	0	0	0	0	0.004598429	0.004948637	0.004436649	0.000247882	0	0.000152271	0	0	0	0.007283852	0.008551928	0.009295144	0.021483069	0.015189894	0	0.00660519	0.007849653	0.005619794	0.007694026	0.005966486	0.010004754	0	0	0.008079489	0	0.004945956	0	0.002760743	0	0	0	0	0.009470767	0.008669441	0.008468899	0.010111343	0.0105788	0.006707164	0.009757812	0.008435547	0.007629894	0.007839206	0.00719543	0.009491406	0.0091795	0.004362891	0	0.003545452	0.004188433	0.003231855	0.011222478	0.011105898	0	0.004820241	0	0	0.008307642	0	0	0.002765396	0	0	0.001945078	0.00498647	0.010664144	0.005404844	0.012477456	0	0	0	0	0.006229413	0.00781467	0.009551598	0.011760062
Ethylbenzene	Aromatic	Protein	0.00143486	0.003011362	0.001458381	0.004179014	0.00465293	0.005814556	0.006214329	0.005524143	0.005606893	0.004615676	0.005242395	0.004301019	0	0.001831596	0.002539514	0.000979238	0.001174292	0.001683902	0.000846617	0.001501117	0.001772708	0.00116234	0.001305722	0.003021479	0.004762417	0.005204721	0.004593797	0.004642281	0.004924422	0.004444333	0.005236018	0.005491181	0.004953853	0.001375483	0.001995636	0.0013142	0.009186222	0.010882759	0.014040839	0.013369272	0.010155427	0.005755446	0.009683803	0.01035844	0.007144876	0.012313466	0.009784481	0.008239965	0.011038007	0.01161887	0.011372208	0.012579391	0.010409614	0.012024792	0.008776609	0.010828402	0.00881273	0.012484465	0.012303828	0.011234469	0.007263821	0.01238333	0.009748742	0.010978907	0.011652957	0.0096292	0.009457571	0.010535472	0.007033284	0.009308073	0.009043515	0.010696328	0.007458258	0.008209945	0.012031927	0.010948978	0.010344897	0.012349598	0.007950157	0.009061009	0.011562016	0.010425356	0.01227763	0.009880449	0.013487323	0.01487348	0.010941763	0.010476263	0.010700582	0.009789918	0.014626375	0.012839355	0.012758866	0.013763099	0.016651905	0.046507313	0.01372844	0.014212252	0.016155785	0.017506248	0.017606394	0.019179985	0.01484729	0.014459252	0.011768413	0.01122022	0.010254884	0.009472169
Pyridine	Aromatic	Protein	0.00290493	0.002478865	0.002895574	0.001497155	0.001372996	0.002366029	0.002332088	0.002868578	0.001326099	0.002165379	0.00131681	0.002032758	0.002261862	0.001452535	0.001941981	0.003626188	0.003207994	0.003354333	0.003269694	0.003002234	0.004145409	0.002228722	0	0.001803841	0.001870436	0.001311013	0.001416992	0.001672472	0.002660138	0.003407907	0.001470113	0.002674736	0.00238023	0.00160473	0.001564147	0.003694875	0.001166504	0.002229397	0.003325462	0.003582446	0.002290698	0.001596048	0	0.001360685	0	0	0	0	0	0	0.002453479	0.004017235	0	0.001606487	0.002083336	0.002088727	0	0	0.004304813	0.001695417	0.002269944	0.002607926	0.003403313	0.002536381	0.002268546	0	0	0	0	0	0.001338808	0	0.000692675	0.002156598	0.001349347	0	0	0	0.00127251	0.003325996	0	0.003511699	0.004463038	0.002256165	0.002782039	0.003639997	0.003518959	0.004661145	0.004972732	0.00513626	0.003153642	0	0.003409192	0.002474943	0.004162976	0.003354013	0.00563325	0.005034745	0.005346096	0	0	0.005810289	0.003461215	0.003234306	0.001528325	0.000901566	0.000870111	0.001206609
Pyridine	Aromatic	Protein	0.00024061	0.000330515	0.000522616	0.002903178	0.001589115	0.003092849	0.003374669	0.000921637	0.003468024	0.002763707	0.001975215	0.000982913	0.000720705	0	0.000341921	0.000509672	0.000397744	0.000545584	0.00063759	0.000371588	0.000638175	0	0.000803093	0.000682094	0.003913527	0.003670836	0.002468309	0.001361423	0.002596801	0.001967452	0.001398713	0.00168101	0.002886029	0.000524572	0.000365417	0.000589221	0.00625376	0.006225797	0.007642728	0.003478607	0.006872093	0.004643049	0.013079734	0.013756009	0.017692074	0.018513864	0.014505665	0.013672776	0.009320658	0.009889871	0.012283974	0.009209	0.009535094	0.009448051	0.007786655	0.0084511	0.007982646	0.009691887	0.00957134	0.011346255	0.006269953	0.001630385	0.006440849	0.006993165	0.008124108	0.004964231	0.012281707	0.013912226	0.017224369	0.018107856	0.014438123	0.015871971	0.017316875	0.014084815	0.016829934	0.016396366	0.016334048	0.017780113	0.004884014	0.003108408	0.007160765	0.005779671	0.005984917	0.007138041	0.011484255	0.011146402	0.012389668	0.012286416	0.01287385	0.012168455	0.007340374	0.008632417	0.005999008	0.008732726	0.008347979	0.00450111	0.009013201	0.008979289	0.008616419	0.001213716	0.010221019	0.009630202	0.016587355	0.016330077	0.013619976	0.015481272	0.0138858	0.020547319
"Pyridine, 3,5-dimethyl-"	Aromatic	Protein	0.007291669	0.008005816	0.007415495	0.000246054	0	0.000312378	0.000278479	0.000447328	0.000310136	0	0	0	0.00542285	0.007007845	0.007518953	0.009224221	0.008286332	0.007570823	0.013896199	0.009388132	0.010431703	0.00598969	0.007826913	0.00665811	0.00050214	0.000810206	0.000278828	0.000503305	0.000462357	0.000381194	0.000913557	0	0.000645637	0.00885973	0.010166955	0.009475115	0.000683701	0	0.002742047	0.000776197	0.000222961	0.000282936	0.002051958	0.003927921	0.003647289	0.001444431	0.001655835	0.001693972	0.00033026	0.001663297	0.000893531	0.000650247	0.001386538	0.002529024	0.001019505	0.001539062	0.002116715	0.001080527	0.00144257	0.001755036	0.000442946	0.000742654	0	0.001558063	0.000998548	0.001295629	0.003060575	0.002836473	0.003444874	0.002033163	0.001483189	0.002304886	0.001378492	0.003985988	0.005255664	0.001761593	0.002295596	0.002039889	0.000664129	0.001401892	0.000689879	0.000290813	0.00072161	0.000698244	0.00204758	0.000980535	0.000804595	0.001878034	0.001810443	0.002878374	0	0.000903308	0.000583806	0.001136864	0.001123343	0	0.001208019	0.001335991	0.000448445	0.00082994	0.002327768	0.001037408	0.002061598	0.001306406	0.002604742	0.002944897	0.002862208	0.001302787
Pyrrole	Aromatic	Protein	0.015698361	0.017535674	0.019244975	0.010414989	0.007996428	0.011505398	0.007983973	0.008009298	0.008387423	0.004515954	0.006335596	0.006222224	0.014610788	0.013378613	0.01322871	0.014137122	0.011742916	0.011760371	0.011362186	0.020178948	0.0132544	0.014749806	0.015950581	0.016174865	0.009496057	0.00922953	0.009107603	0.006674256	0.006333662	0.006675282	0.006847101	0.007847075	0.00647125	0.011880399	0.012499692	0	0.009283431	0.012022228	0.010482011	0.015913328	0.009911086	0.00588845	0.021239568	0.020882615	0.02789904	0.023753637	0.022169035	0.019601679	0.012916817	0.018154484	0.019064197	0.012783658	0.013950011	0.014474287	0.011244106	0.009413014	0.011469	0.013579594	0.005892404	0.016283459	0.005423326	0.011847928	0.009192125	0.01023611	0.011982575	0.010826249	0.032313369	0.027689382	0.036203073	0.033356577	0.025594854	0.032710062	0.020574505	0.020673593	0.022587543	0.020326074	0.022514499	0.027152576	0.005041563	0.007258132	0.008243613	0.007773292	0.009302271	0.011300277	0.0213438	0.015065059	0.018511191	0.020499987	0.013942067	0.01809756	0.010584638	0.007485071	0.004418782	0.013280183	0.013171745	0.006122008	0.012664381	0.015639423	0.017232837	0.013328191	0.016548317	0.011499949	0.022129083	0.020293688	0.020712406	0.024842423	0.020117236	0.030310939
Styrene	Aromatic	Protein	0	0	0	0.012445912	0.015382636	0.017629239	0.024555518	0.015904988	0.014590143	0.01216601	0.014658829	0.011366094	0	0	0	0	0	0	0	0	0	0	0	0	0.013625403	0.01231041	0.011255947	0.012582613	0.012097294	0	0	0	0.01315077	0	0	0.00029531	0.020089798	0	0.021780802	0.028815324	0.020463567	0.013058576	0.022319546	0.027180547	0.020005653	0.030740001	0.024358569	0.020206669	0.0277418	0.026626577	0	0.046640775	0.026517716	0.030539154	0.025413749	0.024734927	0.037907191	0.036139241	0.031446507	0.035212514	0.01877305	0.038687111	0.023536929	0.026269663	0.027726671	0.02306079	0.018652433	0.023232067	0.018978703	0.02080815	0.023626019	0.024014982	0.021946139	0.022160902	0.031297772	0	0.031932328	0.027841727	0.017936331	0.020670913	0.024800699	0.024508733	0.03761948	0.024312127	0.032494211	0.031871744	0.030424333	0.035750529	0.025968711	0.033265039	0.032080153	0.031688621	0.025312889	0.030383449	0.040528447	0.317945439	0.035468613	0.032111364	0.036228124	0.037054262	0.038513987	0.039807517	0.037449217	0.032343065	0.026675069	0.024842423	0.030094077	0.029728037
"(E)-1,3-Butadien-1-ol"	Aliphatic	Unknown Origin	0.008582749	0.010319423	0.010346381	0	0	0	0	0	0	0	0.000139135	0	0.006111243	0.006482256	0.007269981	0.006901455	0.005397953	0.005078648	0.003561631	0.00345749	0.003831776	0.010447134	0.009236499	0.009100623	0	0	0	0	0	0	0	0	0	0.004504033	0.004193532	0.004856521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129968	0	0	0	0	0	0	0	0.00018929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67465E-05	0.000268878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1-Propene, 3-azido-"	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000305307	0	0	0.000250226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000560462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000351808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-Undecanol	Aliphatic	Unknown Origin	0	0	0	0.003840527	0.004665643	0.007902229	0.006996265	0.007228249	0.007974926	0.005798087	0.006608896	0.005081896	0.001643714	0.001517835	0	0	0.001105633	0	0	0	0	0	0	0.001423895	0.006978163	0.005073619	0.004102421	0.007283848	0.007932911	0.008853533	0.007890643	0.010078974	0.007006802	0	0	0	0.00848956	0.005565235	0.0119211	0.008878235	0.007101163	0.005610351	0.004883901	0.003861626	0.002953215	0.004960318	0.004009585	0.002807154	0.007251031	0.008281903	0.007178084	0.009668599	0.010607086	0.008461891	0.0067967	0.00641734	0.0101547	0.009673635	0.007724239	0.009762623	0.006760752	0.009654507	0.008635509	0.009330259	0.011381508	0.009505975	0.004058874	0.003511824	0.004720753	0.003430962	0.00370141	0.0064454	0.003806283	0.004015734	0.004945639	0.00398391	0.00285478	0.004245174	0.004920372	0.006651993	0.008907293	0.008523186	0.009900763	0.009627602	0.012708352	0.012017215	0.01158324	0.013123612	0.008379974	0.00982439	0.011527106	0.010544662	0.005881954	0.010080866	0.012070429	0.007655627	0.012643517	0.012705793	0.012552555	0.011683436	0.012654596	0.01509871	0.009362304	0.006008834	0.007108121	0	0.005593573	0.006411929
"2-Butanone, 3,3-dimethyl-"	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0.001386006	0	0.002094149	0	0	0	0	0	0.002072108	0	0	0	0	0	0	0	0	0	0	0.000865051	0.001222311	0.001475743	0.001614364	0.002288469	0	0.001197553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-Heptanone	Aliphatic	Unknown Origin	0.000286092	0.000758349	0	0	0	0	0	0	0	0	0	0	0	0.000511254	0	0	0	0.000338128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003094477	0	0	0	0	0	0.00247195	0.002585467	0	0	0.00298324	0.00244416	0	0	0	0	0	0	0	0.003806431	0	0.002591804	0.002549304	0	0	0	0	0	0.003354345	0.001954006	0.002613968	0.003093107	0	0	0	0.003174394	0	0	0	0	0	0.004686231	0	0	0.001412941	0.003859211	0	0	0.002125478	0	0.002712531	0	0	0.001434016	0.004531095	0	0.000520889	0	0	0	0.004381417	0	0.004112382	0	0	0.002472891	0	0.00413801	0.000632356	0.003635878	0	0
2-Pentanone	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0.00045069	0	0	0.000379283	0	0	0.000317024	0	0	0	0	0	5.57721E-05	0	0	0	0	0	0.000275399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003007653	0	0	0.001911769	0	0	0	0	0	0	0	0	0	0	0	0	0.000900616	0	0	0	0	0	0.00098385	0.001350702	0.001594849	0	0.002821997	0	0	0	0	0	0	0.003776551	0.000550209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737232	0	0	0	0
2-Propen-1-ol	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01547E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13318E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2-Propenoic acid, anhydride"	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000342283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13657E-05	0	0
"2-Propenoic acid, ethenyl ester"	Aliphatic	Unknown Origin	0.000930165	0.001160476	0.001101731	0	0	0	0	0	0	0	0	0	0.00114217	0.000762899	0.001858991	0.001119607	0.000834552	0.001044019	0.001020612	0.001513421	0.001622709	0.001507483	0	0.001355143	7.87022E-05	0.000330375	0	0	0	0	0	0	0	0.001874433	0.001098948	0.000828548	0	0	0	0	0	0	0	0	0.000839693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09818E-05	0	0	0	0	0	0	0	0	0	4.71208E-05	0	0	0	0.00016387	0	9.43254E-05	0	0	0	0	0	0	0	0	0	0	0.002285319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186529
"3-Penten-2-one, (E)-"	Aliphatic	Unknown Origin	0	0	0	0.001171686	0.001309431	0.001037651	0.001577589	0.001562097	0.001026657	0.000951627	0.00091804	0.000972997	0	0	0	0	0.001432352	0.002505646	0.001448007	0	0	0	0	0	0.0015539	0.000930819	0.001325573	0.001031618	0.001431408	0.001628418	0.001455467	0	0.00101011	0	0	0	0	0	0.001087095	0.002383105	0	0.000769005	0	0	0	0.002567489	0.003380094	0.00307335	0	0	0.001324547	0	0.003441661	0.001243834	0	0	0.001397309	0	0	0.001974882	0	0.002210692	0.001183208	0.001543569	0.003877856	0.002288475	0	0	0.00495998	0	0.002572611	0.002070257	0	0.001024756	0	0.003834853	0	0	0	0.001833961	0.002322882	0.001664399	0.002411067	0	0.001099462	0	0	0.001190176	0.001239499	0	0.00168013	0.001948668	0	0	0.002026422	0	0.002837489	0	0.002271601	0.00202286	0.002200799	0	0.002175081	0	0	0	0.001750036	0
"5-Heptadecene, 1-bromo-"	Aliphatic	Unknown Origin	0	0	0.000194215	0	0	0	0.001041209	0	0	0	0	0	0	0	0	0.00030079	0	0	0	0	0.000294542	0	0	0	0	0.001123538	0.000932472	0	0	0	0	0	0	0	0	0.000495449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434398	0	0	0	0	0	0.001067487	0	0	0	0.001622883	0.001508633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Methane, isothiocyanato-"	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63586E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164786	0.000115786	0	0.000178508	0.000109586	0	0	0	0	0	7.92524E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Methanesulfonic acid, methyl ester"	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	2.61248E-05	0	0	0	8.99125E-05	0	0	0.000765343	0.006996032	0	0	0	0	0	0	0	0.000174094	0.000179609	0	0	0	0	0.000289263	0	0	0	0.001314692	0	0.000285146	0	0	0	0	0	0.000717585	0.002336864	0.001094187	0.002934273	0.00104824	0.001124072	0	0.000757301	0	0	0.002299142	0	0	0.000522182	0	0.000960063	0	0	0.000266258	0	0	0.000625037	0.000558411	0	0.004163959	0.004065612	0.002137098	0.001747249	0.001456938	0.003491834	0	0.000907258	0.001398066	0.003577389	0.006136305	0.004341655	0.000273893	0.000233131	0.000639229	0.000299958	0.000536933	0	0.001622485	0.00083598	0.001468066	0.00170607	0.001587591	0	0	0	0.000257518	0.001082536	0.000561671	0.000448864	0.000617571	0.001296348	0.001396251	0.00130068	0	0.00142141	0.000627936	0.000965536	0.001101523	0.001284896	0.000843943	0.001544692
"Phosphonic acid, (p-hydroxyphenyl)-"	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002600832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001456904	0	0	0	0	0	0	0	0	0	0
Pyruvaldehyde	Aliphatic	Unknown Origin	0.007042256	0.008538313	0.009287025	0.00016664	0	0.008752762	0	0.00691583	0	0.005584398	0	0.007325367	0.007684713	0.00506476	0.007817719	0.006517113	0.006510689	0.005442371	0.00541835	0.005561515	0.002004523	0.004797943	0.005026288	0.005427807	0	2.05829E-05	0	0.006814931	0	0	0	0	0	0.006958327	0.005474514	0.008663362	0.000568671	0	0	0.007658127	0	0	0	0	0	0.000228803	0	0	0	0	0.000110407	0	0	0	0.003693859	0	0	0	0.003663671	0	0	0.003955066	0	0	0	0.004876213	0	0	0	0	0	0.003671256	0.011693177	0	0	0	0	0	0	0	0	0	0	5.01802E-05	0	0	0	0	0	0	0	0	0	0	0	0.00039525	0	0	0	0	0	0	0	7.97479E-05	0.00761024	0	0.010532927	0
"Thiocyanic acid, methyl ester"	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vinyl crotonate	Aliphatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000470274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1,2,3-Benzenetriol"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1,2-Benzenediol, 3-methoxy-"	Aromatic	Unknown Origin	0	0	0	0.004725801	0.006903117	0.003943382	0.006228048	0.008080302	0.006080499	0.003803659	0.003528057	0.005726429	0	0	0	0	0	0	0	0	0	0	0	0	0.004345166	0.005335822	0.008022005	0.007784027	0.007220374	0.008133305	0.003789705	0.005898591	0.004596819	0	0	0.012806101	0	0	0	0.000620438	0	0.00550153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002895712	0	0	0	0.000500243	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001442178	0	0	0	0.000622431	0	0	0	0	0	0	0	0	0	0.004140779	0	0	0.000110845	0	0	0	0	0	0	0	0	0	0	0	0
